O*NET-SOC Code	Reported Job Title	Shown in My Next Move
51-6062.00	Spreader	Y
51-6062.00	Textile Slitting Machine Operator	N
51-6063.00	Knitter	Y
51-6063.00	Knitting Machine Operator	Y
51-6063.00	Loom Fixer	N
51-6063.00	Tufting Machine Operator	Y
51-6063.00	Warp Knit Operator	N
51-6063.00	Weaver	Y
51-6063.00	Winder Operator	N
51-6064.00	Back Winder	N
51-6064.00	Cable Operator	N
51-6064.00	Computer Integrated Manufacturing Operator (CIM Operator)	N
51-6064.00	Drawing Operator	N
51-6064.00	Line Operator	N
51-6064.00	Spinner	Y
51-6064.00	Spinning Operator	N
51-6064.00	Twister Operator	Y
51-6064.00	Winder Operator	Y
51-6064.00	Winder Tender	Y
51-6091.00	Extruder	N
51-6091.00	Extruder Operator	Y
51-6091.00	Extrusion Line Operator	Y
51-6091.00	Extrusion Operator	Y
51-6091.00	Granulator	N
51-6091.00	Hot End Operator	N
51-6091.00	Pelletizer Operator	N
51-6091.00	Pot Tipper	N
51-6091.00	Spindraw Operator	Y
51-6091.00	Stretch Operator	N
51-6092.00	Cutter	N
51-6092.00	Designer	Y
51-6092.00	Fabric Cutter	N
51-6092.00	Pattern Designer	Y
51-6092.00	Pattern Maker	Y
51-6092.00	Pattern Technician	N
51-6092.00	Production Pattern Maker	Y
51-6092.00	Sewing Pattern Layout Technician	N
51-6092.00	Technical Designer	N
51-6093.00	Box Spring Upholsterer	Y
51-6093.00	Furniture Upholsterer	N
51-6093.00	Inside Upholsterer	N
51-6093.00	Sofa Back Upholsterer	N
51-6093.00	Stapler	N
51-6093.00	Trimmer	N
51-6093.00	Upholstered Goods Crafter	Y
51-6093.00	Upholsterer	Y
51-6093.00	Upholstery Cutter	Y
51-6093.00	Upholstery Trimmer	N
51-7011.00	Cabinet Assembler	Y
51-7011.00	Cabinet Builder	N
51-7011.00	Cabinet Installer	Y
51-7011.00	Cabinetmaker	Y
51-7011.00	Double End Tenon Operator	N
51-7011.00	Frame Builder	Y
51-7011.00	Framer	N
51-7011.00	Woodworker	N
51-7021.00	Finish Repair Worker	N
51-7021.00	Finisher	Y
51-7021.00	Furniture Finisher	Y
51-7021.00	Hand Sander	N
51-7021.00	Lacquer Sprayer	Y
51-7021.00	Sander	N
51-7021.00	Sealer Sander	N
51-7021.00	Sprayer	Y
51-7021.00	Stain Sprayer	N
51-7021.00	Stain Wiper	N
51-7031.00	Craftsman	Y
51-7031.00	Model Builder	N
51-7031.00	Model Maker	Y
51-7031.00	Product Development Carpenter	N
51-7031.00	Sample Builder	N
51-7031.00	Sample Maker	Y
51-7031.00	Sample Worker	Y
51-7032.00	Mold Maker	Y
51-7032.00	Pattern Engineer	N
51-7032.00	Pattern Maker	Y
51-7032.00	Patternmaker	Y
51-7032.00	Wood Pattern Maker	Y
51-7032.00	Wood Patternmaker	N
51-7032.00	Wood Shop Moldmaker	N
51-7032.00	Woodshop Worker	N
51-7041.00	Bandmill Operator	N
51-7041.00	Cut Off Saw Operator	N
51-7041.00	Edgerman	N
51-7041.00	Knot Saw Operator	N
51-7041.00	Panel Saw Operator	N
51-7041.00	Planer	N
51-7041.00	Resaw Operator	Y
51-7041.00	Rip Saw Operator	Y
51-7041.00	Saw Operator	Y
51-7041.00	Sawyer	Y
51-7042.00	Boring Machine Operator	N
51-7042.00	Cabinet Maker	Y
51-7042.00	Knot Saw Operator	N
51-7042.00	Lathe Operator	N
51-7042.00	Machine Operator	Y
51-7042.00	Molder Operator	N
51-7042.00	Router Operator	N
51-7042.00	Sander	Y
51-7042.00	Sander Operator	Y
51-8011.00	Licensed Reactor Operator	N
51-8011.00	Nuclear Control Operator	Y
51-8011.00	Nuclear Control Room Operator	N
51-8011.00	Nuclear Plant Operator (NPO)	N
51-8011.00	Nuclear Power Reactor Operator	N
51-8011.00	Nuclear Reactor Operator	Y
51-8011.00	Nuclear Station Operator (NSO)	Y
51-8011.00	Nuclear Supervising Operator (NSO)	N
51-8011.00	Nuclear Unit Operator	N
51-8011.00	Reactor Operator (RO)	Y
51-8012.00	Control Operator	N
51-8012.00	Distribution Dispatcher	N
51-8012.00	Distribution System Operator	Y
51-8012.00	Electric System Operator	N
51-8012.00	Power System Dispatcher	N
51-8012.00	Power System Operator	Y
51-8012.00	System Operator	Y
51-8012.00	Transmission System Operator	Y
51-8013.00	Auxiliary Operator	Y
51-8013.00	Control Operator	Y
51-8013.00	Control Room Operator	Y
51-8013.00	Multicraft Operator (MCO)	N
51-8013.00	Operations and Maintenance Technician (O & M Technician)	N
51-8013.00	Plant Control Operator	Y
51-8013.00	Power Plant Operator	N
51-8013.00	Station Operator	N
51-8013.00	Unit Operator	N
51-8013.03	Auxiliary Operator	Y
51-8013.03	Central Heating Plant Operator	N
51-8013.03	Fuel Handler	Y
51-8013.03	Fuel Quality Technician (Fuel Quality Tech)	N
51-8013.03	Heating Plant Operator	N
51-8013.03	Operations Technician (Operations Tech)	Y
51-8013.03	Plant Operator	Y
51-8013.03	Plant Technician	N
51-8013.03	Steam Plant Operator	N
51-8013.04	Hydro Plant Technician	N
51-8013.04	Hydro Technician	N
51-8013.04	Hydroelectric Mechanic	Y
51-8013.04	Hydroelectric Operations and Maintenance Technician (Hydro O and M Technician)	Y
51-8013.04	Hydroelectric Plant Technician	N
51-8013.04	Operations and Maintenance Technician (O and M Technician)	Y
51-8013.04	Plant Mechanic	N
51-8013.04	Power Plant Mechanic	Y
51-8013.04	Power Plant Operator	N
51-8013.04	Power Plant Technician	N
51-8021.00	Boiler Operator	Y
51-8021.00	Boiler Technician	Y
51-8021.00	Building Engineer	Y
51-8021.00	Operating Engineer	N
51-8021.00	Plant Operator	N
51-8021.00	Plant Utilities Engineer	N
51-8021.00	Stationary Engineer	Y
51-8021.00	Stationary Steam Engineer	N
51-8021.00	Utilities Operator	N
51-8031.00	Plant Operator	N
51-8031.00	Process Operator (Process Op)	Y
51-8031.00	Relief Operator	N
51-8031.00	SCADA Operator (Supervisory Control and Data Acquisition Operator)	N
51-8031.00	Waste Water Treatment Plant Operator (WWTP Operator)	N
51-8031.00	Wastewater Operator (WW Operator)	Y
51-8031.00	Water Control Dispatcher	N
51-8031.00	Water Plant Operator	Y
51-8031.00	Water Treatment Operator	N
51-8031.00	Water Treatment Plant Operator	Y
51-8091.00	Chemical Operator	Y
51-8091.00	Loader Technician	Y
51-8091.00	Process Control Operator	N
51-8091.00	Process Development Associate	N
51-8091.00	Process Operator	Y
51-8091.00	Process Technician	Y
51-8091.00	Production Technician	N
51-8092.00	Compressor Station Operator	N
51-8092.00	Engine Room Operator	N
51-8092.00	Gas Controller	Y
51-8092.00	Gas Dispatcher	Y
51-8092.00	Gas Plant Operator	Y
51-8092.00	Gas System Operator	N
51-8092.00	Liquefied Natural Gas Specialist (LNG Specialist)	N
51-8092.00	Liquefied Natural Gas Technician (LNG Technician)	N
51-8092.00	Liquid Natural Gas Plant Operator (LNG Plant Operator)	N
51-8092.00	Plant Operator	Y
51-8093.00	Board Operator	Y
51-8093.00	Crude Unit Operator	N
51-8093.00	Gauger	Y
51-8093.00	Hydrotreater Operator	N
51-8093.00	Outside Operator	N
51-8093.00	Pumper	Y
51-8093.00	Refinery Operator	Y
51-8093.00	Stillman	N
51-8093.00	Unit Operator	N
51-8099.01	Biofuels Processing Technician	Y
51-8099.01	Board Operator	N
51-8099.01	Chemical Operator	N
51-8099.01	Ethanol Operator	Y
51-8099.01	Kettle Operator	N
51-8099.01	Mash Preparatory Operator	N
51-8099.01	Process Operator	Y
51-8099.01	Process Technician	N
51-8099.01	Production Operator	Y
51-9011.00	Chemical Operator	Y
51-9011.00	Chlorination Operator	N
51-9011.00	Multiskill Operator	Y
51-9011.00	Outside Operator	Y
51-9011.00	Process Operator	N
51-9011.00	Spray Dry Operator	N
51-9011.00	Vessel Operator	Y
51-9012.00	Blender	N
51-9012.00	Brewer	Y
51-9012.00	Cellar Worker	Y
51-9012.00	Digester Cook	N
51-9012.00	Machine Tender	Y
51-9012.00	Paper Machine Tender	N
51-9012.00	Plant Operator	N
51-9012.00	Pulper Operator	Y
51-9012.00	Winemaker	N
51-9021.00	Crusher Operator	Y
51-9021.00	Cullet Trucker	N
51-9021.00	Grinder Operator	Y
51-9021.00	Machine Operator	Y
51-9021.00	Mill Operator	Y
51-9021.00	Miller	N
51-9021.00	Preparation Operator (Prep Operator)	N
51-9021.00	Process Operator	N
51-9022.00	Buffer	Y
51-9022.00	Casting Finisher	N
51-9022.00	Chipper	N
51-9022.00	Deburring Technician	N
51-9022.00	Finisher	Y
51-9022.00	Grinder	Y
51-9022.00	Jewelry Polisher	N
51-9022.00	Knife Grinder	N
51-9022.00	Metal Finisher	N
51-9022.00	Polisher	Y
51-9023.00	Blender	N
51-9023.00	Blending Technician	N
51-9023.00	Coater Operator	N
51-9023.00	Ink Blender	N
51-9023.00	Ink Maker	N
51-9023.00	Issuing Operator	N
51-9023.00	Machine Operator	Y
51-9023.00	Mixer	Y
51-9023.00	Mixer Operator	Y
51-9023.00	Stock Preparation Operator (Stock Prep Operator)	Y
51-9031.00	Cloth Cutter	Y
51-9031.00	Denim Cutter	N
51-9031.00	Fabric Cutter	N
51-9031.00	Finisher	N
51-9031.00	Glass Cutter	N
51-9031.00	Hand Cutter	N
51-9031.00	Leather Cutter	Y
51-9031.00	Offline Cutter	Y
51-9031.00	Sample Cutter	N
51-9031.00	Trimmer	Y
51-9032.00	Cutter	Y
51-9032.00	Cutter Operator	Y
51-9032.00	Cutting Pressman	N
51-9032.00	Die Cutter Operator	N
51-9032.00	Flat Cutter	N
51-9032.00	Machine Operator	Y
51-9032.00	Paper Cutter	Y
51-9032.00	Sheeter	N
51-9032.00	Skiver Operator	N
51-9032.00	Slitter	N
51-9041.00	Extruder Operator	Y
51-9041.00	Extrusion Operator	Y
51-9041.00	Glass Forming Crew Member	N
51-9041.00	Machine Operator	Y
51-9041.00	Press Operator	Y
51-9041.00	Tuber Operator	N
51-9051.00	Annealing Operator	N
51-9051.00	Dry Kiln Operator	Y
51-9051.00	Dryer Feeder	N
51-9051.00	Evaporator Operator	N
51-9051.00	Furnace Operator	Y
51-9051.00	Kiln Fireman	Y
51-9051.00	Kiln Operator	Y
51-9051.00	Lime Kiln and Recausticizing Operator	N
51-9051.00	Oven Operator	N
51-9061.00	Inspector	Y
51-9061.00	QA Auditor (Quality Assurance Auditor)	N
51-9061.00	QA Inspector (Quality Assurance Inspector)	N
51-9061.00	QA Technician (Quality Assurance Technician)	N
51-9061.00	QC Technician (Quality Control Technician)	N
51-9061.00	Quality Auditor	N
51-9061.00	Quality Control Inspector (QC Inspector)	Y
51-9061.00	Quality Inspector	Y
51-9061.00	Quality Technician	Y
51-9061.00	Test Technician	N
51-9071.00	Artist	N
51-9071.00	Bench Jeweler	Y
51-9071.00	Caster	N
51-9071.00	Earrings Fabricator	N
51-9071.00	Gemologist	N
51-9071.00	Goldsmith	Y
51-9071.00	Jeweler	Y
51-9071.00	Platinum Smith	N
51-9071.00	Restoration Silversmith	N
51-9071.00	Silversmith	Y
51-9071.06	Diamond Cutter	Y
51-9071.06	Diamond Grader	N
51-9071.06	Diamond Picker	N
51-9071.06	Diamond Polisher	N
51-9071.06	Diamond Sawer	N
51-9071.06	Diamond Setter	Y
51-9071.06	Facetor	N
51-9071.06	Gemologist	Y
51-9071.06	Lapidarist	Y
51-9081.00	Ceramist	N
51-9081.00	Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech)	N
51-9081.00	Dental Ceramist	Y
51-9081.00	Dental Laboratory Technician (Dental Lab Tech)	Y
51-9081.00	Dental Technician (Dental Tech)	Y
51-9081.00	Denture Technician (Denture Tech)	Y
51-9081.00	Metal Finisher	N
51-9081.00	Orthodontic Laboratory Technician (Ortho Lab Tech)	N
51-9081.00	Porcelain Technician (Porcelain Tech)	N
51-9081.00	Waxer	N
51-9082.00	Certified Pedorthotist	N
51-9082.00	Hearing Aid Repair Technician	N
51-9082.00	Lab Technician	Y
51-9082.00	Orthopedic Technician	N
51-9082.00	Orthotic and Prosthetic Technician (O and P Technician)	Y
51-9082.00	Orthotic Technician	Y
51-9082.00	Prosthetic Technician	N
51-9082.00	Prosthetics Technician	Y
51-9082.00	Registered Prosthetic Orthotic Technician	N
51-9083.00	Edger Technician	N
51-9083.00	Finishing Lab Technician	N
51-9083.00	Lab Technician (Laboratory Technician)	Y
51-9083.00	Lens Grinder and Polisher	N
51-9083.00	Line Operator	N
51-9083.00	Optical Lab Technician (Optical Laboratory Technician)	Y
51-9083.00	Optical Technician	Y
51-9083.00	Polisher	N
51-9083.00	Surfacing Technician	Y
51-9111.00	Bundler	Y
51-9111.00	Closing Machine Operator	N
51-9111.00	Computer Numerical Control Machine Operator (CNC Machine Operator)	N
51-9111.00	Filler Operator	Y
51-9111.00	Machine Operator	Y
51-9111.00	Packaging Operator	Y
51-9111.00	Packing Attendant	N
51-9111.00	Packing Machine Operator	N
51-9123.00	Decaler	N
51-9123.00	Decorator	Y
51-9123.00	Glass Decorator	N
51-9123.00	Glazer	Y
51-9123.00	In Mold Coater	N
51-9123.00	Painter	Y
51-9123.00	Pottery Decorator	Y
51-9123.00	Silk-Screen Operator	N
51-9123.00	Spray Painter	N
51-9123.00	Sprayer	N
51-9124.00	Automotive Painter (Auto Painter)	Y
51-9124.00	Automotive Refinish Technician (Auto Refinish Tech)	N
51-9124.00	Coater Operator	Y
51-9124.00	Hand Sprayer	N
51-9124.00	Industrial Painter	N
51-9124.00	Paint Technician (Paint Tech)	Y
51-9124.00	Painter	Y
51-9124.00	Powder Coater	N
51-9124.00	Spray Painter	N
51-9124.00	Top Coater	N
51-9141.00	Device Processing Engineer	N
51-9141.00	Diffusion Operator	Y
51-9141.00	Engineering Technician	Y
51-9141.00	Manufacture Specialist	N
51-9141.00	Manufacturing Technician	N
51-9141.00	Metalorganic Chemical Vapor Deposition Engineer (MOCVD Engineer)	N
51-9141.00	Probe Operator	N
51-9141.00	Process Technician	Y
51-9141.00	Wafer Fabrication Operator	Y
51-9151.00	Digital Printer Operator	N
51-9151.00	Film Processor	N
51-9151.00	Film Technician	N
51-9151.00	Lab Technician	N
51-9151.00	Photo Lab Specialist	N
51-9151.00	Photo Lab Technician (Photographic Laboratory Technician)	Y
51-9151.00	Photo Printer	Y
51-9151.00	Photo Specialist	Y
51-9151.00	Photo Technician	Y
51-9161.00	Brake Press Operator	N
51-9161.00	Computer Numerical Control Lathe Operator (CNC Lathe Operator)	N
51-9161.00	Computer Numerical Control Machine Operator (CNC Machine Operator)	Y
51-9161.00	Computer Numerical Control Machinist (CNC Machinist)	Y
51-9161.00	Computer Numerical Control Mill Operator (CNC Mill Operator)	N
51-9161.00	Computer Numerical Control Operator (CNC Operator)	Y
51-9161.00	Computer Numerical Control Set-Up and Operator (CNC Set-Up and Operator)	N
51-9161.00	Machine Operator	N
51-9161.00	Machine Set-Up Operator	N
51-9161.00	Machinist	Y
51-9162.00	CAD CAM Programmer (Computer-Aided Design Computer-Aided Manufacturing Programmer)	Y
51-9162.00	Computer Numerical Control Machinist (CNC Machinist)	Y
51-9162.00	Computer Numerical Control Programmer (CNC Programmer)	Y
51-9162.00	Programmer	Y
51-9191.00	Coater Operator	Y
51-9191.00	Glue Line Operator	Y
51-9191.00	Glue Reel Operator	N
51-9191.00	Gluer Machine Operator	N
51-9191.00	Gluing Pressman	N
51-9191.00	Machine Operator	Y
51-9191.00	Perfect Bind Machine Operator	N
51-9191.00	Sealer Operator	N
51-9191.00	Utility Worker	Y
51-9192.00	Anodizer	N
51-9192.00	Clean in Places Operator (CIP Operator)	Y
51-9192.00	Filler Operator	N
51-9192.00	Parts Cleaner	N
51-9192.00	Sanitation Technician	Y
51-9192.00	Sanitation Worker	Y
51-9192.00	Sanitizer	Y
51-9192.00	Tub Wash Operator	N
51-9192.00	Tub Washer	N
51-9192.00	Wash Crew Person	N
51-9193.00	Certified Refrigeration Operator	N
51-9193.00	Compressor Operator	N
51-9193.00	Engine Room Operator	N
51-9193.00	Freezer Operator	Y
51-9193.00	Freezer Person	Y
51-9193.00	Ice Cream Maker	N
51-9193.00	Machine Operator	N
51-9193.00	Refrigeration Operator	Y
51-9193.00	Refrigeration Technician	Y
51-9194.00	Acid Etch Operator	N
51-9194.00	Award Machine Operator	N
51-9194.00	Chemical Engraver	Y
51-9194.00	Electronic Engraver	N
51-9194.00	Engraver	Y
51-9194.00	Etcher	Y
51-9194.00	Laser Engraver	N
51-9194.00	Photo Engraver	Y
51-9194.00	Screen Making Technician	N
51-9194.00	Wet Process Technician	N
51-9195.00	Bed Laborer	N
51-9195.00	Caster	Y
51-9195.00	Fabricator	N
51-9195.00	Injection Molding Machine Operator	N
51-9195.00	Machine Operator	N
51-9195.00	Mold Mechanic	Y
51-9195.00	Molder	Y
51-9195.00	Molding Line Operator	Y
51-9195.00	Press Operator	N
51-9195.03	Carver	Y
51-9195.03	Cutter	N
51-9195.03	Granite Cutter	N
51-9195.03	Polisher	N
51-9195.03	Sandblast Carver	N
51-9195.03	Sandblaster	Y
51-9195.03	Stone Carver	Y
51-9195.03	Stone Cutter	Y
51-9195.03	Stone Fabricator	N
51-9195.04	Gaffer	N
51-9195.04	Glass Bender	Y
51-9195.04	Glass Blower	Y
51-9195.04	Glass Lathe Operator	N
51-9195.04	Glass Tube Bender	N
51-9195.04	Glassblower	N
51-9195.04	Neon Glass Bender	Y
51-9195.04	Neon Tube Bender	Y
51-9195.05	Clay Mixer	N
51-9195.05	Glazer	Y
51-9195.05	Jigger Artisan	N
51-9195.05	Jigger Machine Operator	N
51-9195.05	Jiggerman	Y
51-9195.05	Kiln Worker	N
51-9195.05	Potter	Y
51-9195.05	Pottery Manufacturer	N
51-9195.05	Production Potter	Y
51-9195.05	Pugmill Operator	N
51-9196.00	Corrugator Operator	N
51-9196.00	Cup Room Technician	Y
51-9196.00	Folder Machine Operator	Y
51-9196.00	Gluer Operator	N
51-9196.00	Paper Cutter Operator	N
51-9196.00	Paper Machine Backtender	Y
51-9196.00	Paper Machine Operator	Y
51-9196.00	Stitching Machine Operator	N
51-9197.00	Buffer	N
51-9197.00	Recapper	N
51-9197.00	Retread Associate	N
51-9197.00	Retread Technician	Y
51-9197.00	Retreader	N
51-9197.00	Tire Assembler	N
51-9197.00	Tire Builder	Y
51-9197.00	Tire Retreader	Y
51-9197.00	Tire Technician	Y
51-9197.00	Tread Builder Operator	N
51-9198.00	Helper	Y
51-9198.00	Material Handler	Y
51-9198.00	Press Helper	Y
53-1041.00	Cargo Supervisor	Y
53-1041.00	Ground Operations Supervisor	N
53-1041.00	Line Service Supervisor (LSS)	Y
53-1041.00	Loadmaster	Y
53-1041.00	Ramp and Cargo Supervisor	N
53-1041.00	Ramp Supervisor	Y
53-1042.00	Floor Supervisor	N
53-1042.00	Maintenance Supervisor	Y
53-1042.00	Parts Manager	N
53-1042.00	Receiving Manager	Y
53-1042.00	Receiving Supervisor	Y
53-1042.00	Shipping Manager	N
53-1042.00	Shipping Supervisor	Y
53-1042.00	Terminal Operations Manager	N
53-1042.01	Heavy Equipment Supervisor	Y
53-1042.01	Recycle Coordinator	N
53-1042.01	Recycling Coordinator	N
53-1042.01	Recycling Manager	N
53-1042.01	Recycling Program Manager	N
53-1042.01	Recycling Specialist	N
53-1042.01	Route Supervisor	Y
53-1042.01	Solid Waste Division Supervisor	Y
53-1042.01	Waste Reduction Coordinator	Y
53-1043.00	Dock Supervisor	N
53-1043.00	Driver Manager	Y
53-1043.00	Fleet Manager	Y
53-1043.00	On Car Supervisor	N
53-1043.00	Street Supervisor	N
53-1043.00	Trainmaster	N
53-1043.00	Transportation Supervisor	Y
53-1043.00	Warehouse Supervisor	Y
53-1044.00	On Car Supervisor	Y
53-1044.00	Transportation Supervisor	Y
53-2011.00	Airbus Captain	N
53-2011.00	Airline Captain	Y
53-2011.00	Airline Pilot	N
53-2011.00	Captain	Y
53-2011.00	Check Airman	N
53-2011.00	Co-Pilot	N
53-2011.00	Commercial Airline Pilot	N
53-2011.00	First Officer	Y
53-2011.00	Line Pilot	N
53-2011.00	Pilot	Y
53-2012.00	Captain	Y
53-2012.00	Charter Pilot	N
53-2012.00	Check Airman	N
53-2012.00	Commercial Pilot	N
53-2012.00	EMS Helicopter Pilot (Emergency Medical Service Helicopter Pilot)	Y
53-2012.00	First Officer	Y
53-2012.00	Helicopter Pilot	N
53-2012.00	Line Pilot	N
53-2012.00	Pilot	Y
53-2021.00	Air Traffic Control Specialist (ATCS)	Y
53-2021.00	Air Traffic Controller (ATC)	Y
53-2021.00	Center Air Traffic Controller (Center ATC)	N
53-2021.00	Certified Professional Controller (CPC)	Y
53-2021.00	Control Tower Operator	N
53-2021.00	Enroute Air Traffic Controller (Enroute ATC)	Y
53-2021.00	Radar Air Traffic Controller	N
53-2021.00	Terminal Air Traffic Control Specialist (Terminal ATC Specialist)	N
53-2021.00	Tower Air Traffic Controller (Tower ATC)	N
53-2022.00	Airfield Operations Specialist	N
53-2022.00	Airport Operations Agent	Y
53-2022.00	Airport Operations Coordinator	Y
53-2022.00	Airport Operations Officer	Y
53-2022.00	Airport Operations Specialist	Y
53-2022.00	Flight Follower	N
53-2022.00	Operations Agent	N
53-2022.00	Operations Coordinator	N
53-2022.00	Operations Officer	N
53-2022.00	Operations Specialist	N
53-2031.00	Flight Attendant	Y
53-2031.00	In-Flight Crew Member	Y
53-2031.00	Inflight Services Flight Attendant	N
53-2031.00	International Flight Attendant	Y
53-2031.00	Purser	Y
53-3011.00	Ambulance Attendant	N
53-3011.00	Ambulance Driver	Y
53-3011.00	Chair Car Driver	N
53-3011.00	CPR Ambulance Driver (Cardio Pulmonary Resuscitation Ambulance Driver)	N
53-3011.00	Driver	Y
53-3011.00	Driver Medic	N
53-3011.00	Emergency Care Attendant (ECA)	N
53-3011.00	EMS Driver (Emergency Medical Services Driver)	Y
53-3011.00	First Responder	Y
53-3011.00	Medical Van Driver (Medi-Van Driver)	N
53-3031.00	Delivery Man	N
53-3031.00	Driver	Y
53-3031.00	Driver Salesman	Y
53-3031.00	Pizza Delivery Driver	N
53-3031.00	Route Delivery Driver	N
53-3031.00	Route Driver	Y
53-3031.00	Route Sales Driver	N
53-3031.00	Route Sales Representative	N
53-3031.00	Route Salesman	Y
53-3031.00	Sales Route Driver	N
53-3032.00	CDL Driver (Commercial Driver's License Driver)	N
53-3032.00	Driver	Y
53-3032.00	Line Haul Driver	Y
53-3032.00	Log Truck Driver	N
53-3032.00	Over the Road Driver (OTR Driver)	Y
53-3032.00	Production Truck Driver	N
53-3032.00	Road Driver	N
53-3032.00	Semi Truck Driver	N
53-3032.00	Tractor Trailer Driver	N
53-3032.00	Truck Driver	Y
53-3033.00	Bulk Delivery Driver	N
53-3033.00	Delivery Driver	Y
53-3033.00	Driver	Y
53-3033.00	Package Car Driver	Y
53-3033.00	Package Delivery Driver	N
53-3033.00	Route Driver	N
53-3033.00	Service Provider	N
53-3033.00	Truck Driver	Y
53-3051.00	Bus Driver	Y
53-3051.00	School Bus Driver	Y
53-3051.00	Shuttle Bus Driver	Y
53-3051.00	Special Education Bus Driver	Y
53-3052.00	Bus Driver	Y
53-3052.00	Bus Operator	Y
53-3052.00	Charter Bus Driver	N
53-3052.00	Coach Operator	N
53-3052.00	Motor Coach Driver	N
53-3052.00	Motor Coach Operator	Y
